ID,Title,Source,Document_type,translated,Content,Gemini_Label,HF_Label,Conflict,label
51,Agronomic Interventions for Enhancing FUE,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""പാടശേഖര ഉപയോഗക്ഷമത (FUE) മെച്ചപ്പെടുത്തുന്നതിനുള്ള കൃഷിരീതികളിൽ ഏറ്റവും നല്ല വളസാധനങ്ങളുടെ ഉപയോഗം (വിള, വകഭേദം, കാലാവസ്ഥ, മണ്ണ്, ലഭ്യത എന്നിവ കണക്കിലെടുത്ത്),  ആവശ്യമായ അളവിൽ വളപ്രയോഗവും രോഗനിർണയരീതികളും (മണ്ണ് പരിശോധന, സസ്യവിശകലനം), സമതുലിത വളപ്രയോഗം (എല്ലാ അവശ്യ പോഷകങ്ങളുടെയും പര്യാപ്തമായ ലഭ്യത),  വളപ്രയോഗത്തിന്റെ ശരിയായ രീതിയും സമയവും (പോഷക പരസ്പരബന്ധങ്ങൾ കണക്കിലെടുത്ത്), സമന്വയിത പോഷക മാനേജ്മെന്റ് (ജൈവ, അജൈവ ഉറവിടങ്ങൾ സംയോജിപ്പിച്ച്),  അവശിഷ്ട പോഷകങ്ങളുടെ ഉപയോഗം (കാലാവസ്ഥാ സാഹചര്യങ്ങൾ, വിള ഭ്രമണം എന്നിവ കണക്കിലെടുത്ത്) എന്നിവ ഉൾപ്പെടുന്നു.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
52,Inter Cultivation,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""ഇടവിളചെയ്യൽ രീതികളിൽ  മെലിഞ്ഞു നടൽ, വിടവുകൾ  പൂരിപ്പിക്കൽ (ആവശ്യമായ സസ്യസാന്ദ്രത നിലനിർത്താൻ), കളയെടുക്കൽ, കുഴിക്കൽ (അനാവശ്യ സസ്യങ്ങൾ നീക്കം ചെയ്യുകയും മണ്ണ് വായുസഞ്ചാരം  വർദ്ധിപ്പിക്കുകയും ചെയ്യാൻ), കൂനകൂട്ടൽ (ചെടികളുടെ ചുറ്റും മണ്ണ് കൂട്ടിയിടുക), കാർഷിക ഉപകരണങ്ങൾ ഉപയോഗിച്ച് മണ്ണ്  കിളച്ചു മറിച്ചു കൃഷി ചെയ്യുക,  അനാവശ്യ സസ്യങ്ങളെ നീക്കം ചെയ്യുക,  മുകളിലെ മുകുളങ്ങൾ നീക്കം ചെയ്യുക, താങ്ങുകൾ നൽകുക, പഴയ ഇലകൾ നീക്കം ചെയ്യുക,  കക്ഷീയ മുകുളങ്ങൾ നീക്കം ചെയ്യുക എന്നിവ ഉൾപ്പെടുന്നു.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
53,Irrigation,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""ജലസേചനം എന്നത്, മഴയുടെയും ഭൂഗർഭജലത്തിന്റെയും സംഭാവനയ്ക്ക് പുറമേ, വിള ഉത്പാദനത്തിനായി മണ്ണിലേക്ക് ജലം കൃത്രിമമായി പ്രയോഗിക്കുന്നതായി നിർവചിക്കപ്പെടുന്നു. സസ്യങ്ങൾക്ക് ജലത്തിന്റെ പ്രാധാന്യം: സസ്യങ്ങളിൽ 90% വരെ ജലം അടങ്ങിയിട്ടുണ്ട്, ഇത് സ്ഫീതത നൽകുകയും അവയെ നേരെ നിർത്തുകയും ചെയ്യുന്നു. ജലം പ്രോട്ടോപ്ലാസത്തിന്റെ അത്യന്താപേക്ഷിത ഘടകമാണ്. ഇത് സസ്യവ്യവസ്ഥയുടെ താപനില നിയന്ത്രിക്കുന്നു.  വിയർപ്പിന്റെ ആവശ്യകത നിറവേറ്റാൻ ഇത് അത്യാവശ്യമാണ്. മണ്ണിൽ അടങ്ങിയിരിക്കുന്ന പോഷകങ്ങൾ ലയിപ്പിക്കുന്നതിനുള്ള ഒരു മാധ്യമമായി ഇത് പ്രവർത്തിക്കുന്നു. ഫോട്ടോസിന്തസിസിന്റെ പ്രധാന ഘടകവുമാണിത്. ജലസേചന സമയം: വിളകൾ മണ്ണിൽ സംഭരിച്ചിരിക്കുന്ന ഈർപ്പത്തിൽ നിന്ന് ജലം വലിച്ചെടുക്കുന്നു. മണ്ണിലെ ഈർപ്പം കുറവാണെങ്കിൽ, സസ്യങ്ങളുടെ ആവശ്യങ്ങൾ പൂർത്തീകരിക്കപ്പെടുന്നില്ല. മണ്ണിൽ അധികമായി ഈർപ്പം നൽകുമ്പോൾ, വായുവിന്റെ ലഭ്യത കുറയുന്നു, ഇത് സസ്യ വളർച്ചയെ പരിമിതപ്പെടുത്തുന്നു. ഇതിനിടയിൽ, സസ്യ വളർച്ചയ്ക്ക് അനുയോജ്യമായ ഈർപ്പ അളവ് എന്നറിയപ്പെടുന്ന ഒരു ശ്രേണി ഉണ്ട്. ഈ അനുയോജ്യമായ മണ്ണിന്റെ ഈർപ്പ ശ്രേണിയുടെ മുകൾ പരിധി ഫീൽഡ് കപ്പാസിറ്റിയാണ് (-0.01 മുതൽ -0.03 എംപിഎ വരെ), കൂടാതെ താഴ്ന്ന പരിധി വാടിപ്പോകുന്ന സൂചികയ്ക്ക് (വിൽറ്റിംഗ് പോയിന്റ്)  മുകളിലാണ് (-1.5 എംപിഎ).  ഈ പരിധികൾക്കിടയിൽ മണ്ണിലെ ഈർപ്പം സംഭരിക്കുക എന്നതാണ് ജലസേചനത്തിന്റെ ലക്ഷ്യം. ജലസേചനത്തിന് ശേഷം ഉടൻ തന്നെ, എല്ലാ മാക്രോ-മൈക്രോ പോറുകളും വെള്ളത്തിൽ നിറയും. മാക്രോ പോറുകളിൽ അടങ്ങിയിരിക്കുന്ന എല്ലാ ജലവും 48 മണിക്കൂറിനുള്ളിൽ ഉപമണ്ണിലേക്ക് വാർന്നുപോകും, മൈക്രോ പോറുകളിലെ ഈർപ്പം സസ്യങ്ങൾക്ക് ലഭ്യമായിരിക്കും. ബാഷ്പീകരണത്തിലൂടെയും വിയർപ്പിലൂടെയും ജലനഷ്ടം മൂലം മണ്ണ് വരണ്ടുപോകുമ്പോൾ, ഈർപ്പം സംരക്ഷിക്കുന്നതിന് പകൽ സമയത്ത് സസ്യങ്ങൾ വാടിപ്പോകുകയും രാത്രിയിൽ സാധാരണ നിലയിലാവുകയും ചെയ്യും.  ഇതേ അവസ്ഥ തുടരുകയാണെങ്കിൽ, സസ്യം വാടിപ്പോകും, പക്ഷേ ചത്തുപോകില്ല. ഈ അവസ്ഥയെ വിൽറ്റിംഗ് കോഫിഷ്യന്റ് എന്ന് വിളിക്കുന്നു. സസ്യങ്ങൾക്ക് ജലം ആവശ്യമുള്ളപ്പോഴെല്ലാം ജലസേചനം നൽകണം.  വിളയുടെയും മണ്ണിന്റെയും രൂപത്തിനനുസരിച്ചാണ് ഇത് നിർണ്ണയിക്കുന്നത്.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
54,Irrigation Methods,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""തലാപ്പു നനയ്ക്കൽ രീതികൾ  ഏറ്റവും പഴക്കമുള്ളത്, 4000 വർഷങ്ങൾക്ക് മുൻപ് ഉണ്ടായിരുന്നതും ഏറ്റവും സാധാരണമായതുമായ രീതി. ലോകത്തിലെ ആകെ നനയ്ക്കപ്പെടുന്ന ഭൂമിയുടെ 90% ഈ രീതിയിലാണ്. അമേരിക്കയിലും 66% ഈ രീതിയിലാണ്. കുറഞ്ഞ മുതൽ മധ്യതരം വരെയുള്ള അപ്രവേശന നിരക്കും, നിരപ്പായ ഭൂമിയും 2-3% ചരിവും ഉള്ള സ്ഥലങ്ങളിൽ ഈ രീതി ഏറ്റവും അനുയോജ്യമാണ്. ഇത് കൂടുതൽ തൊഴിൽ ശ്രമം ആവശ്യമുള്ളതാണ്. തലാപ്പു നനയ്ക്കൽ ബോർഡർ, ചെക്ക് ബേസിൻ,  ഫ്യാരോ എന്നിങ്ങനെ വിഭജിക്കാം. ബോർഡർ രണ്ടായി തരംതിരിച്ചിരിക്കുന്നു: നേർരേഖാപരവും കോണ്ടൂർ രീതിയും. ചെക്ക് ബേസിനുകൾ ചതുരാകൃതിയിലുള്ളതും, കോണ്ടൂർ രീതിയിലുള്ളതും, വൃത്താകൃതിയിലുള്ളതുമായിരിക്കാം. ഫ്യാരോ നനയ്ക്കൽ ആഴത്തിലുള്ള ഫ്യാരോയും, അലയടിയുള്ള ഫ്യാരോയും എന്നിങ്ങനെ തരംതിരിച്ചിരിക്കുന്നു. ഇവ ദിശയനുസരിച്ച് നേർരേഖാപരവോ കോണ്ടൂർ രീതിയിലുള്ളതോ ആകാം. ഉയരത്തിനനുസരിച്ച് നിരപ്പാക്കി ഗ്രേഡ് ചെയ്യുകയും ചെയ്യുന്നു.  ഉപരിതലത്തിനടിയിലുള്ള നനയ്ക്കൽ  ഉപരിതലത്തിനടിയിലുള്ള നനയ്ക്കലിൽ,  സാധാരണയായി 30-75 സെ.മീ. താഴ്ചയിൽ കൃത്രിമ ജലനിരപ്പ് സൃഷ്ടിക്കുകയും നിലനിർത്തുകയും ചെയ്താണ്  ജലം നൽകുന്നത്. ഈർപ്പം കാപ്പിലറി പ്രവർത്തനത്തിലൂടെ മണ്ണിന്റെ ഉപരിതലത്തിലേക്ക്  മുകളിലേക്ക് നീങ്ങുന്നു. 15-30 മീറ്റർ അകലത്തിൽ സ്ഥാപിച്ചിരിക്കുന്ന  ഭൂഗർഭ കിടങ്ങുകളിലൂടെയാണ് ജലം നൽകുന്നത്. താരതമ്യേന ചെലവ് കുറവായതിനാലും എല്ലാത്തരം മണ്ണിനും അനുയോജ്യമായതിനാലും തുറന്ന കിടങ്ങുകളാണ്  ശുപാർശ ചെയ്യുന്നത്. മണ്ണിന്റെ ലവണാംശം തടയാൻ നല്ല നിലവാരമുള്ള ജലം ഉപയോഗിക്കേണ്ടതാണ്.  മർദ്ദമുള്ളതോ ആധുനികതയുള്ളതോ ആയ നനയ്ക്കൽ സംവിധാനങ്ങൾ  ഡ്രിപ്പ് നനയ്ക്കൽ സംവിധാനം  അല്ലെങ്കിൽ ട്രിക്കിൾ നനയ്ക്കൽ  ഏറ്റവും പുതിയതും ആധുനികവുമായ നനയ്ക്കൽ രീതികളിൽ ഒന്നാണ്. ജലക്ഷാമമുള്ളതും ഉപ്പുനിലം പിടിച്ചതുമായ മണ്ണിന് ഇത് അനുയോജ്യമാണ്. വിളയുടെ വേരിന്റെ മേഖലയിലേക്കാണ് ജലം നൽകുന്നത്. ഡ്രിപ്പ് നനയ്ക്കൽ സംവിധാനത്തിന്റെ രൂപകൽപ്പനയ്ക്കും പ്രവർത്തനത്തിനും  ജലത്തിന്റെ നിലവാര പരിശോധന ആവശ്യമാണ്. സ്പ്രിങ്കിൾ നനയ്ക്കൽ സംവിധാനം  ലോകമെമ്പാടും  പിന്തുടരുന്ന മറ്റൊരു പ്രധാന ആധുനിക നനയ്ക്കൽ സാങ്കേതിക വിദ്യയാണിത്. സ്പ്രിങ്കിൾ നനയ്ക്കൽ മഴ പെയ്യുന്നതിനെ അനുകരിക്കുന്ന രീതിയിലാണ് ജലം നൽകുന്നത്. സ്പ്രിങ്കിൾ  ഓവർഹെഡ് അല്ലെങ്കിൽ മർദ്ദ നനയ്ക്കൽ സംവിധാനം  പൈപ്പുകളിലൂടെ  അലുമിനിയം അല്ലെങ്കിൽ പിവിസി  മർദ്ദത്തിൽ ജലം കൃഷിയിടത്തിലേക്ക് എത്തിക്കുന്നു.  തലാപ്പു നനയ്ക്കലിൽ സാധ്യമല്ലാത്ത  ജലത്തിന്റെ ആവശ്യമായ അളവ്  സമമായി വിതരണം ചെയ്യുന്നതിനാണ് ഈ സംവിധാനം രൂപകൽപ്പന ചെയ്തിരിക്കുന്നത്. മണ്ണിന്റെ അപ്രവേശന നിരക്കിനേക്കാൾ കുറഞ്ഞ നിരക്കിലാണ് ജലം നൽകുന്നത്, അതിനാൽ നനയ്ക്കുന്നതിൽ നിന്നുള്ള ഒഴുക്ക് ഒഴിവാക്കുന്നു.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
55,Drainage,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""വിളയ്ക്ക് ആവശ്യമായ അളവിനേക്കാൾ അധികമായ ജലം കൃത്രിമമായി നീക്കം ചെയ്യുന്നതാണ് ജലാപവാഹം. വിളകളുടെ വേരുമേഖലയിലെ അധികമായ ഉപരിതലജലവും ഉപരിതലത്തിനടിയിലുള്ള ജലവും നീക്കം ചെയ്യുന്നതിനെ ജലാപവാഹം ഉൾക്കൊള്ളുന്നു. ജലസേചനവും ജലാപവാഹവും പരസ്പരവിരുദ്ധമല്ല, ഒന്നിച്ചു പ്രവർത്തിക്കുന്നവയാണ്. വിളകളുടെ വളർച്ചാകാലം മുഴുവൻ ആവശ്യമായ ജലത്തിന്റെ അളവ് നൽകുക എന്നതാണ് ജലസേചനത്തിന്റെ ലക്ഷ്യം, അതേസമയം അധികജലം വേഗത്തിൽ നീക്കം ചെയ്യുക എന്നതാണ് ജലാപവാഹത്തിന്റെ ലക്ഷ്യം.  വിളകളുടെ സുസ്ഥിരവും ഉയർന്നതുമായ ഉല്പാദനം ഉറപ്പാക്കുന്നതിന് പലപ്പോഴും ഇവ രണ്ടും ഒരുമിച്ച് ആവശ്യമായി വരും. ജലാപവാഹത്തിന്റെ പങ്ക്: ഭൂമിയുടെ ജലാപവാഹം വിള ഉത്പാദനത്തിന് അനുകൂലമായ സാഹചര്യങ്ങൾ സൃഷ്ടിക്കുന്നു.  ജലാപവാഹത്തിന്റെ ഏറ്റവും വലിയ ഗുണം വായുസഞ്ചാരമാണ്.  നല്ല ജലാപവാഹം വേരുമേഖലയിലേക്ക് ഓക്സിജന്റെ വ്യാപനത്തെയും വേരുമേഖലയിൽ നിന്ന് കാർബൺ ഡൈ ഓക്സൈഡ് അന്തരീക്ഷത്തിലേക്ക് പുറന്തള്ളുന്നതിനെയും സുഗമമാക്കുന്നു. നിരവധി ഹാനികരമായ വാതകങ്ങളും വേരുമേഖലയിൽ നിന്ന് അന്തരീക്ഷത്തിലേക്ക് പുറന്തള്ളപ്പെടുന്നു.  മണ്ണിലെ വായുസഞ്ചാരത്തെ ആശ്രയിച്ചാണ് സസ്യങ്ങൾക്ക് നൈട്രജനും സൾഫറും പോലുള്ള പോഷകങ്ങളുടെ ലഭ്യതയെ സ്വാധീനിക്കുന്ന ഏറോബിക് സൂക്ഷ്മാണുക്കളുടെ പ്രവർത്തനം. അതിനാൽ, ജലാപവാഹം ഏറോബിക് സൂക്ഷ്മാണുക്കളെ വർദ്ധിപ്പിക്കുന്നു.  വേരുമേഖലയിൽ ഓക്സിജന്റെ സാന്നിധ്യം മൂലം അമിതമായ ഇരുമ്പ്, മാംഗനീസ് എന്നിവ കാരണം അമ്ല മണ്ണിൽ ഉണ്ടാകുന്ന വിഷാംശം ജലാപവാഹം കുറയ്ക്കുന്നു.  ജലാപവാഹം വേരുകൾക്ക് കൂടുതൽ ആഴത്തിലും വ്യാപകമായും വളരാനും അങ്ങനെ പോഷകങ്ങൾ എടുക്കാൻ കഴിയുന്ന മണ്ണിന്റെ അളവ് വർദ്ധിപ്പിക്കാനും അനുവദിക്കുന്നു. അധിക ജലം നീക്കം ചെയ്യുന്നത് മണ്ണ് വേഗത്തിൽ ഉണങ്ങാൻ സഹായിക്കുകയും അനുയോജ്യമായ മണ്ണുതാപനില കൃഷിയിടങ്ങളിലെ പ്രവർത്തനങ്ങൾ സമയബന്ധിതമായി നടത്താൻ അനുവദിക്കുകയും ചെയ്യുന്നു.  നല്ല ജലാപവാഹ സംവിധാനം മണ്ണിലോ ജലസേചന ജലത്തിലോ അധികമായി ഉള്ള ലവണങ്ങളെ നീക്കം ചെയ്യുകയും മുകളിലെ മണ്ണ് പാളികളിൽ അവയുടെ അടിഞ്ഞുകൂടൽ തടയുകയും ചെയ്യുന്നു.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
56,Planting Geometry and its Effect on Growth and Yield,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""വിത്ത് പാകലും നടീലും:  1. വിതയ്ക്കൽ 2. കുഴിച്ചിടൽ 3. ഉഴവ് പിന്നാലെ വിത്ത് പാകൽ - കൈ ഉപകരണങ്ങളും യന്ത്രവും ഉപയോഗിച്ചുള്ള വിതയ്ക്കൽ 4. വിത്ത് വിതയ്ക്കൽ യന്ത്രം ഉപയോഗിച്ചുള്ള വിതയ്ക്കൽ 5. നഴ്സറിയിൽ നിന്നും നടീൽ സസ്യ സാന്ദ്രത അനുയോജ്യമായ സസ്യ സാന്ദ്രത വിളയുടെ ഭൗമിതിക രൂപകൽപ്പന സസ്യ സാന്ദ്രതയുടെ പ്രാധാന്യം - വിളയുടെ ഭൗമിതിക രൂപകൽപ്പന സസ്യ സാന്ദ്രതയെ ബാധിക്കുന്ന ഘടകങ്ങൾ: ജനിതക ഘടകങ്ങൾ - സസ്യത്തിന്റെ വലിപ്പം, സസ്യത്തിന്റെ വഴക്കം, ആഹാര ശേഖരണ മേഖല അഥവാ മണ്ണിന്റെ മൂടൽ, വരണ്ട ദ്രവ്യത്തിന്റെ വിഭജനം, പാരിസ്ഥിതിക ഘടകങ്ങൾ - വിതയ്ക്കൽ സമയം, മഴ, ജലസേചനം, വളപ്രയോഗം, വിത്തുനിരക്ക് വിള ഉത്പാദനത്തിന് വിവിധ ഭൗമിതിക രൂപകൽപ്പനകൾ ലഭ്യമാണ് 1. വിതയ്ക്കൽ 2. ചതുര രീതി അഥവാ ചതുര ഭൗമിതി 3. ദീർഘചതുരാകൃതി രീതി - നിരനിരയായി, ജോഡിയായി, ഇടവിട്ട്, ത്രികോണ രീതിയിൽ നടീൽ""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
57,Broadcasting,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,വിത്തുകൾ വിതറുക എന്നതിന്റെ അക്ഷരാര്‍ത്ഥം.  പല വിളകളിലും വിതരണം ചെയ്യുന്നു. ചെറുതും ഇടത്തരം വലിപ്പമുള്ളതുമായ വിളകളിലാണ് പ്രധാനമായും വിതരണം ചെയ്യുന്നത്. ഇത് ഏറ്റവും എളുപ്പവും ചെലവുകുറഞ്ഞതുമായതും കുറഞ്ഞ തൊഴിലാളികളെ ആവശ്യമുള്ളതുമായതിനാൽ ഇന്ത്യയിൽ ഏറ്റവും വ്യാപകമായി അവലംബിക്കപ്പെടുന്ന വിതയ്ക്കൽ രീതിയാണ്. യൂണിറ്റ് വിസ്തീർണ്ണത്തിൽ  അനുയോജ്യമായ ചെടി സാന്ദ്രത ലഭിക്കുന്നതിന് ചില നിയമങ്ങൾ പാലിക്കണം.  ന്യൂനതകൾ: വിതയ്ക്കപ്പെടുന്ന എല്ലാ വിത്തുകളും മണ്ണുമായി സമ്പർക്കത്തിലില്ല. 100% മുളയ്ക്കൽ സാധ്യമല്ല. വിത്ത് നിരക്ക് പര്യാപ്തമല്ല. വർദ്ധിത വിത്ത് നിരക്ക് ആവശ്യമാണ്. വിത്തുകൾ ആഗ്രഹിക്കുന്ന ആഴത്തിൽ സ്ഥാപിക്കാൻ കഴിയില്ല. ആഗ്രഹിക്കുന്ന ആഴം പൂർണ്ണമായ വേരുപിടിത്തം ഉറപ്പാക്കുന്നു.  തടിയൊടിച്ചിൽ - വീഴ്ച - വിതരണത്തിൽ സാധാരണമാണ്.,AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
58,Dibbling,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""നിരവാര്‍ന്നു വിത്ത് പാകല്‍: ആഗ്രഹിക്കുന്ന ആഴത്തില്‍ ഒരു ദ്വാരത്തിലൂടെ വിത്ത് ഇട്ട് ആ ദ്വാരം മൂടുന്ന രീതി. സമതലങ്ങളിലും കിടങ്ങുകളിലും കരകളിലും അല്ലെങ്കില്‍ കിടങ്ങുകളിലും കനാലുകളിലും  വിത്ത് വിതറുന്ന രീതി.  ഈ വിതയ്ക്കല്‍ രീതി അനുയോജ്യമായ മണ്ണ് അവസ്ഥയില്‍ മാത്രമേ ചെയ്യാവൂ. കിടങ്ങുകളും കരകളും ഉപയോഗിക്കുന്നതിന്റെ ഗുണങ്ങള്‍:  ഏകീകൃത ജനസംഖ്യ, മെച്ചപ്പെട്ട മുളയ്ക്കല്‍, വിത്ത് നിരക്ക് കുറയ്ക്കല്‍.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
59,Sowing behind the plough,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""ഉഴവുരേഖയ്ക്ക് പിന്നാലെ വിതയ്ക്കൽ,  ഹസ്തകൗശലമോ യന്ത്രസഹായത്താലോ നടത്താവുന്നതാണ്. ഉഴുകൊണ്ട് തുറന്ന വരമ്പുകളിലേക്ക് വിത്ത് വിതയ്ക്കുകയും അടുത്ത വരമ്പ് തുറക്കുമ്പോൾ അതേ വരമ്പ് മൂടുകയോ ചെയ്യുകയും ചെയ്യുന്നു. വിത്ത്  ഏകീകൃത അകലത്തിലാണ് വിതയ്ക്കുന്നത്.  ഗുണങ്ങൾ:  വിത്ത് ആവശ്യമായ ആഴത്തിൽ സ്ഥാപിക്കപ്പെടുന്നു, ഇരുമ്പ് പലകകളാൽ മൂടപ്പെടുന്നു, വളരെ ചെറിയതും വളരെ വലിയതുമായ വിത്തുകൾ ഒഴികെ മിക്കവാറും എല്ലാ വിത്തുകളും ഇങ്ങനെ വിതയ്ക്കാം, ഉദാ: ചോളം, ജോവർ, ചാമ, സൂര്യകാന്തി, മുതലായവ.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
60,Drill Sowing (or) Drilling,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""വിത്ത് നിശ്ചിത ആഴത്തിൽ മണ്ണിനടിയിൽ പാകി മണ്ണ് ഉറപ്പിക്കുന്ന പ്രക്രിയയാണ് ഡ്രില്ലിംഗ്.  ഈ രീതിയിൽ, വിത്ത് മണ്ണിലേക്ക് സ്ഥാപിക്കുന്നതിന് വിതയ്ക്കൽ ഉപകരണങ്ങൾ ഉപയോഗിക്കുന്നു.  ജന്തുശക്തിയുള്ള ഗോറസ്സുകളും  വിദ്യുത്‌ചാലിത വിത്ത് ഡ്രില്ലുകളും ലഭ്യമാണ്. വിത്തുകൾ നിരകളിലായി തുടർച്ചയായോ  ക്രമപൂർവ്വമോ പാകുന്നു. ഈ രീതിയിൽ, വിതയ്ക്കലിന്റെ ആഴം നിലനിർത്താനും  simultaneously  വളപ്രയോഗം നടത്താനും കഴിയും. ഇടവിളകളുടെ വിതയ്ക്കലും സാധ്യമാണ്. ഇതിന് കൂടുതൽ സമയവും,  ശ്രമവും, ചെലവും ആവശ്യമാണ്, പക്ഷേ യൂണിറ്റ് വിസ്തീർണ്ണത്തിന്  ഏകീകൃത സസ്യസാന്ദ്രത നിലനിർത്തുന്നു. വിത്തുകൾ ഏകീകൃത ആഴത്തിൽ സ്ഥാപിക്കുകയും, മൂടുകയും, ഉറപ്പിക്കുകയും ചെയ്യുന്നു.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
61,Nursery Transplanting,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""കിടങ്ങില്‍, ചെറുകാലയളവിലും ചെറിയ സ്ഥലത്തും  തൈകള്‍ കൂടുതല്‍ ഫലപ്രദമായി സംരക്ഷിക്കപ്പെടുന്നു.  സംരക്ഷണ  ക്രമീകരണം അത്യാവശ്യമാണ്.  പ്രയോജനങ്ങള്‍:  ആദര്‍ശ തൈസാന്ദ്രത ഉറപ്പാക്കാം,  പ്രധാന കൃഷിയിടത്തിലെ വിതയ്ക്കല്‍ കാലയളവ് കുറയ്ക്കാം, അതായത് പ്രധാന കൃഷിയിടത്തിലെ  സംരക്ഷണച്ചെലവ് കുറയ്ക്കാം,  നടീലിലൂടെ വിള വര്‍ദ്ധന സാധ്യമാണ്.  ദോഷങ്ങള്‍:  തൈച്ചെടികളുടെ പരിപാലനം ചെലവേറിയതാണ്, നടീല്‍ അധ്വാനവും ചെലവേറിയതുമായ മറ്റൊരു  രീതിയാണ്.""",AGRI_PRACTICES,CROPS,TRUE,AGRI_PRACTICES
62,Spring Maize Inter-crop in Paired Row Planting,https://drive.google.com/file/d/1mC8vOe7jVjlxlYPWUptm6X0X2Z-WBrsZ/view,ICAR enotes,1,"""ജോഡി വരി ക്രമീകരണം ഒരു ചതുരാകൃതിയിലുള്ള ക്രമീകരണമാണ്. ഒരു വിളയ്ക്ക് 60 സെ.മീ x 300 മീറ്റർ അകലം ആവശ്യമുണ്ടെങ്കിൽ, ഇടവിള നടുന്നതിന് ജോഡി വരി രീതി സ്വീകരിക്കുന്നപക്ഷം 60 സെ.മീയ്ക്ക് പകരം 90 സെ.മീ അകലം ക്രമീകരിക്കും. അതേസമയം, അടിസ്ഥാന ജനസംഖ്യ സ്ഥിരമായി നിലനിർത്തുന്നു.""",CROPS,CROPS,FALSE,CROPS
